,ID,comments,rating,votes
10,3141188942,感觉比近十年来很多高分高票房的国产动画都要好出一大截，前一小时有点不稳定，常规的插科打诨（有些笑料很烂俗很low）以及情绪铺垫处理得时好时坏，中段转折后，无论是掷地有声的故事本身还是节奏、情绪都变得顺畅许多。以往国产动画最常见的动画技术强但是导演能力差的问题也得到了解决，分镜和镜头运动都无可挑剔，最后高潮段落的掌控力也特别稳，没有常见的煽过头。PS：有一两段配乐过于耳熟不知是否存在参考还是纯属巧合,4,2191
11,3140765546,光线折射的通透、狮头毛发的飘逸，技术性比戏剧性更突出的粤味国漫。致敬星爷，也撞车《燃野少年的天空》，故事就那样儿，讲的还是追逐梦想与生活妥协的矛盾冲突。可喜的是题材对准了处于当代中国人口底层的进城务工人员及留守儿童，这才是最具价值的人文关怀点。接地气的眯眯眼造型、带劲的国产民谣摇滚，及最后又燃又美的一跃，都很加分。,4,1597
12,3144588798,"平平无奇的前一小时，让我完全没想到自己走出影院时会如此喜欢这部电影。
本片后40分钟，好的一塌糊涂。
这是难得不需神话打底的原创动画，为它奠基的是传统文化。
终于，国产动画开始落地关照现实，讲的不再是凡人变成不凡英雄拯救世人，而是凡人变成自己的英雄。
在它之前，未有任何国产主流动画的主角，是个在工地睡下下铺，白天搬砖晚上还要去送外卖的少年。
他有一个梦想，曾遥不可及，可当它因为他的努力终于触手可及时，生存又让他必须放弃。
阿娟决心告别舞狮前，在天台最后一舞。舞狮结束，朝阳升起，照亮正在生长却不属于他的城市，他内心响起舞狮的鼓点，激活一切澎湃，镜头给到成群结队进入电子厂的工人背影，那一刻他们仿佛也听到了鼓声。
这个场景，应该被载入中国影史。",5,2946
13,3143754752,国产动画是不是不需要剧本,3,1161
14,3141976305,喜欢，惊喜，是我近几年最喜欢的国漫电影。雄狮少年走向了现实主义，拓宽了中国动画行业的创作边界。整体观感极好：美术、影调、镜头语言、人物塑造、配乐、配音、情感表达、笑点泪点燃点……都可圈可点。加之这部国漫关乎传统文化——舞狮，无论从色彩，做工还是动作流畅度来看，在动画里的视觉呈现都无与伦比，质感一流。人文情怀，亲情友情，梦想现实……所有情感的表达也都真挚动人。开播不到三分钟，我就被完全地拽入进了画面之中，顺着主人公的视角，也想起了好些纷纷繁繁的年少回忆：错综巷道，街坊四邻，市集烟火，田野繁星……熟悉且深爱的亲人，四处撒欢冒险的小伙伴，少年文学作品，年少独有的天真理想纯良与不灭的精气神儿……回忆的加持让我与影片深度共情。有瑕疵，但瑕不掩瑜。支持国漫，希望大爆！,5,2007
15,3137566300,写过留守题材，极难出彩，因为易守难攻，强调“恨”和“帮”都不会有大意思，但自证太易入“假”，故事借助民俗的底蕴做了很好的补充，影片并涉及了一些不可言说的细节，弥补了主线略显单薄的处理，在进入第三幕完成了合题，甚至结尾颇有化境之感，更得益于导演（或监制）的视听品味和绝佳的音效及音乐处理，尤其在九连真人的前奏响起之时，沸腾之感相当明显，总体而言不负期待，申奥片有了,5,1352
16,3143830788,没想到看个动画片也要带纸巾，剧情非常工整，每个情节都不出意料，但线索铺得高级且克制，画面堪称光线大师。最珍贵的是，我们很久没看到一个真实的中国城市出现在屏幕上了，荔枝湾、芳村地铁站、红木棉市花都是真的，舞狮文化、留守儿童、工伤、一闪而过的富士康厂服也是真的，有这片子是广州之幸。,5,1042
17,3151785469,用心看完后，你不会去在意眼睛是大是小,4,1469
18,3153611020,活在杜甫的诗里，诵着李白的诗句,5,1262
19,3131790835,如果真的成为爆款，建议导演和九连分钱！,4,865
20,3141413835,我看到了今年电影院里最荒唐的一幕——开着豪车的女生对一天打八份工、并且还要赡养病重父亲的男主说，你要坚持自己的梦想。这种震撼绝不亚于白岩松说的那句“不会吧”！还有，国漫能不能别在贩卖“成功学”了，如果成功那么简单，那为什么我们的生活还是那么操蛋呢？,2,4504
21,3152880890,你能在一部动画片里看到工地，贫穷，也能看到理想和浪漫,5,1048
22,3152526518,我话放这：这电影要是上不了20亿，在座各位都有责任。,5,857
23,3140834971,好多人给了好评，满怀期待去看，全程：啥玩意？就这？一直期待结尾来点高潮，让我燃起来，结果一点感觉都没有。看到编剧是里则林，我一百万个后悔看之前没查编剧是谁。我朋友是觉得老套，所有的剧情都能猜出来。我直接说严重一点，剧情融梗严重，但融的梗都稍稍有变化（我能说编剧鸡贼吗？）。剧情发展本应该特别燃，但有时为了搞笑，放弃了塑造，比如在舞狮大赛初赛的时候，本应该有剧情片段是刻画他们成功赢了曾经比输过的队伍，但初赛的段落完全没有，反而把戏份放在了教练身上。到底是要讲年轻人的故事还是讲教练这枚老将的故事呢？编剧自己搞不清楚了。后来可能是为了增加时长，又让主角父亲出问题了，主角不得不去打工挣钱了……看到这里真的是无比生气啊。啥玩意啊。瞎胡闹！主角已经完成了成长，就应该让他一直杀上去啊！突然又整幺蛾子干嘛！,2,1601
24,3145020332,如果说“我命由我不由天”太过空泛，《雄狮少年》只是让你重新想起心中的鼓点。它讲的根本不是改变命运或实现梦想这些口号式的话题，因为输赢不重要，成功与否不重要，自身以外的价值评判体系不重要。主角的人生可能只有这一个高光时刻，之后和所有普通人一样打工为生活奔波。那又怎样，那个高光时刻足以照亮今后的漫长黑夜。,5,710
25,3139872399,"下头电影，一堆人搁这自我感动，既不现实，也不尊重国人尤其是你电影里所谓的广东人，某些人能不能脱离编剧的廉价套餐，被电影套进去了还不知道好坏
首先舞狮传统文化也得讲究基本逻辑和规矩，这就不是编剧随便架空脑补就完了，你这样子凭什么宣传片又宣传原创国漫，还原真实，以及弘扬传统文化？然后南方舞狮哪一个地方是不能赚钱的？不要求一直做，可以打工业余时间舞狮啊？18岁的舞狮冠军队有什么理由说放弃你扯扯，电影从架空开始就崩不住了，纯纯不理解不了解套舞狮模板的空白臆想电影，怎么吸引观众？最后只能靠铺天盖地宣发，想引用前面几部自来水方式来赚钱，建议签对赌协议前先自己拉编剧好好请专业人士审核一遍，活该亏票房",1,1357
26,3147687785,"很多人被现实按在地上摩擦，最终屈服了。
也有很多人被现实按在地上摩擦，但他不认，他选择做一头雄狮，战斗到底。
梦想和现实哪个更重要我不知道，但阿强的经历告诉我：一个人老了以后，不会后悔做了什么，只会后悔没做什么。
宁愿做过了后悔，也不要错过了后悔。
就像阿娟明知道此时当务之急是打工赚钱，他最终还是决定参加比赛。
重要的不是将梦想变为事业，而是我曾经为之奋斗过，我尽力了。
不求尽如人意，只求无愧于心。
所有人都说跳擎天柱是不可能的，他还是要试一试。
因为重要的不是结果，而是过程。
虽然他掉进了水里，但他还是在擎天柱上留下了一些东西。
不求名垂千古，只求在这个世界留下一些痕迹，证明我曾经存在过。
是的，《雄狮》毕竟是电影，不可能人人都能成为阿娟。但有时，你也会得到电影里的结局。",4,671
27,3145997798,梅花桩上有虚设的高台，房间里有膨胀的大象，我爸没有医保，我友内卷到爆，少年们，我们该跳起来吗？,3,543
28,3144461189,留守儿童背景就是个幌子，就是营造困难的机器，爷爷和父母这样重要的角色没有任何刻画，就为了突出一个惨，十八岁的孩子没有上过一天学，而且是三个。舞狮是传统文化的幌子，学习过程没有任何关于这项传统文化的科普，完全就是为了升级闯关的幌子，而且在舞狮环境大好，甚至可以举办比赛的情况下，这四个人舞狮就是不务正业，没有出息，反观其他舞狮队个个神采飞扬，用鼻子看人。人物关系也是强行粘合，主角想舞狮的初衷，一半是为了爱情，其他配角就是完全的搞笑配件，两个人舞狮的动机没有，狮尾和狮头的配合没有，打鼓在舞狮中的作用没有，总之就是凸显主角一个强，一旁的群演人物，一说话，就是为了骂主角四人组，怎么难听怎么来，做作至极，全员恶人。另外，公交车的铁锈都可以做得栩栩如生，我不明白这些人物在恐怖谷边缘徘徊的眼睛是什么美学。,2,1061
29,3144761000,后半段可以把它送上年度华语最佳影片…很有气韵…,4,960
30,3154145646,看完就是生气。这么好的画面和题材，剧本稀烂。希望中国能出几个懂内容的制片人，别浪费了这么好的技术。老梗我都忍了，人物塑造失败是致命伤。,3,560
31,3143515229,故事真的太土了，笑料也还停留在周星驰电影的阶段，别来个电影就国产动画之光了好吧，光都累了！！,2,1295
32,3161742855,天台舞狮戏真见功力，导演刻意省略了主角在广州依然每天练舞狮的桥段，直到你以为阿娟已经放弃舞狮时，才给你看满墙的红勾，但他舞得磕磕绊绊，难道功夫还是荒废了？不是，他随即闪转腾挪起来，不像以前那么激昂，恍惚得像醉了，你明白是他内心挣扎。突然太阳升起，逆光几重高楼，张开手，你以为他要迎接挑战去比赛了，但没有，鼓声中几组极度写实的城市社畜众生相彻底打破豪迈，原来真正的挑战不是舞狮，而是城市、生活以及被剥削的大多数的命运。诀别之舞，出台词：山路看不到头，我只能往前走了——山是哪座山？他是准备放弃还是准备面对？梦想和生活两条同样沉重的线索在这一场舞狮戏里来回碾压，想当雄狮的少年还是病猫却在病猫的境遇里找到了力量，“弱”与“强”合成了同一个主题，情绪极端复杂处理却又简单准确，还有余裕跟观众玩猫鼠游戏，厉害,5,585
33,3152490081,喜欢这个结局，不强行煽情，不强行he or be，不强行恋爱,5,654
34,3140906820,这部电影就像一个能量巨大的情绪炸弹，带着观众在100分钟的时间里坐情绪过山车，喜怒哀乐不断的翻转。为了让观众能够时刻准确的get到情绪，台词、配乐和角色的表情齐上阵，导演调动一切能用的视听手段，把情绪直接给到观众。热血和燃成了观影时最直接的生理反应，而且动画这种形式，刚好完美化解了真人表演时热血的中二感，有大众爆款的潜质。虽然是一部动画电影，它讲的却是一个非常现实主义的故事，讲留守儿童，进城务工和贫穷等成人化的社会话题，为了让少年们舞狮，剧本在角色身上加了好几层外力，为少年的舞狮提供行为动机和逻辑的合理性，完成了一个技巧扎实的好故事。看完这部电影，你会深切体会到那句话，少折腾话题，踏踏实实讲好一个故事比什么都重要。,4,700
35,3136402450,台詞極其低幼，情節極其套路——對五條人歌曲的大量運用，不過是借用一點廣東縣城的感覺，五條人同影片直露傳達的好鬥進取、艱苦創業進而逆天改命的理念不說截然相反，也可以說毫無關聯。當然，結尾對跳最高樁的結果和植物人父親醒來的表達收了一下、顯得模糊，彩蛋則顯示舞獅並未真正改變主人公打工人的命運，約可讓人善意地理解整部影片的正能量或許未必完全出自編導的自由意志。此外，暫且不論廣東社會的實況究竟如何，影片的表達對於女性可謂極度不友善：社會和舞獅行業堵死了女性的上升空間，技能再高超也僅可充當花瓶並早早退居二線；男性舞獅明星則將中年後的泯然眾人歸咎於以妻子為唯一代表的回歸家庭和事業的壓力，其重整旗鼓則建立在女性痛徹心扉的“悔悟”及全然擔下他的那份家庭責任的前提下。2021年12月4日14:30於太古倉3號廳，點映。,1,1354
36,3140384566,"大家真没必要这么捧场吧，各种尬吹。
讲故事的能力非常差，台词尴尬得我把沙发皮都抠了，镜头的流畅性差（导演想表达的东西太多了，多到生怕观众不知道)，合作编剧以后就换一个吧。
那些说燃的，早上开早会多吼两句一样也很燃。
@金逸影城杜比影院超前观影",2,1045
37,3145676936,1.都是女人毁了男人最初的梦想；2.女人帮男人实现梦想就是弥补当初的“后悔”；3.女人应该做男人的梦想启蒙导师；4.女人有了一定成就之后就该退居二线恋爱结婚把舞台让给男人；5.中国人娱个乐都要内卷至死；6.实现梦想的人也无法摆脱打工人的命运。,1,998
38,3144800140,其实周星驰《少林足球》《喜剧之王》这类伪励志片的精髓在于，一个情境能够同时存在滑稽、荒诞、热血、无奈、苦涩、悲情多重不同面向的情感力量，让观众在瞬间不知道笑还是哭，悲还是喜，当然以这个标准来评判是站着说话不腰疼，但本片真的是过分按部就班，过分套路，过分励志以致幼稚单调。,3,290
39,3135984910,虽然床底睡的是烂泥，但在天台闪转腾挪便有光芒。即使背上扛的是咸鱼，但在狮尾扛起狮头便能翻身。佛祖不理解弱者的祈祷，老天听不到病猫的咆哮。当你手上裂了口子，脚背沁出鲜血，当你在高桩采青，在长凳韬光，当你拼尽全力冲向擎天柱的时刻，那撕裂的狮头露出半张脸，你阿娟定会出人头地，命若雄狮。,4,515
40,3119402061,九连真人的歌也太配这部电影了！老套的故事，我不了解的舞狮。热血的少年，实现一半的梦想，最后回归了现实。画面感太强了，狮头的细节太好了。虽然最后回归了打工挣钱的生活，但至少年轻的时候有过梦想，去为梦想努力过奋斗过。（好想看舞狮电视剧）,4,31
41,3153206429,没有一战成名 没有荣归故里 有的是烟花落幕后 经历平凡而真实的人生 但我们还是要 永远做一头雄狮啊,5,514
42,3148600190,"比起最后的登顶擎天柱，
我更喜欢阿娟在天台练舞狮的那一段，
完美诠释了什么叫：
生活的重担在肩上，但热血流在心头",4,460
43,3157231156,请不要再给用心制作的国漫泼冷水了。无视那么好的内核，却只去争论形象设计，接受非日漫非美漫的审美真的很难吗？至少认真看完再问问自己，你真的觉得这些人物是在被丑化吗.,5,522
44,3146887988,心中有鼓点，“世界万变，也不失这志气”…音乐用的很妙啊，已知歌单：《道山靓仔》五条人乐队、《纸飞机 Fly Away》廖颖轩、《世间始终你好》甄妮/罗文、《Rollin' On》椅子乐团、《今夜无人入睡》、《莫欺少年穷》九连真人、《无名的人》毛不易,4,281
45,3143875921,小镇做题人，满墙三好生。依旧摸不到，一线后脚跟。要问谁的错，我可不敢说。,4,190
46,3175063636,这不就是中国人自己的超级英雄片吗？不是拯救世界，拯救人类，而是接纳自己，打破恐惧，迎难而上。广东边陲的小镇，留守的病弱少年，外出打工的父母，镇上的阿猫阿狗，备受欺凌、孤苦、穷困，但内心却有火焰。想成功，想做一头雄狮，想有奇迹，主宰自己的命运。有人说这很狗血，像一碗烂俗的心灵鸡汤。可这正是底层中国人的生活，有渴望有什么不好？成功是不容易，可人都有做梦的权利。人有信念才能所向披靡，哪怕一生只成功一次。,5,306
47,3142625480,那些游离在现实主义边缘，在农村这个原始空间最为“显灵”的、人们所迷信的似有似无的神性力量，其实和少年在广州舞狮时，他背后那片随着冉冉升起的太阳而开始一天运作的城市，无非是同一物。少年从农村到城市一直都生活在这巨大而无形的系统/规则中。也因此，这种因为商业动画电影戏剧性所需要的奇迹并没有让（国产动画难得看到的）现实主义在最后变成好莱坞式的廉价浪漫，而且比当下国产动画所流行的“我命不由天”叙事更进一步的是，即便巨大而无形的力量可能有时候会化为奇迹，但更多是在创造奇迹后，奇迹并没有让生活的庸繁苦闷迎刃而解，只是在人生中仅此一瞬降临的神圣，改变的只有是继续生活在系统中作为个体的人。,4,194
48,3142693939,星仔想舞狮。对于把周星驰和《少林足球》看到滚瓜烂熟的影迷而言，《雄狮少年》无论化用广佛的市镇风貌和舞狮文化，还是约略采掘了广粤复杂方言语境（五条人的海陆丰和九连真人的河源等），都不如在造型、广普和人名上的密集致敬。小人物翻身的打底，却制造出了退无可退的群体尴尬和原乡沼泽。动画片很大程度抑制了现实主义的细节不妥，也让更多人欣快接受热血的后半段，看似老套，已经被香港武打动作片拍到尽的的舞狮打比赛，反而交出了流畅自然的新意，技术上无可挑剔。,3,162
49,3224707187,一群没有任何基础，从来没有练过舞狮的人，练了几个月就能打遍天下无敌手，把那些练了十几年，千锤百炼的人都秒到地沟里去，和春晚以及好莱坞那种小人物拯救世界的白日梦鸡汤有什么区别，好像只要一有鸡汤，世界上就不存在任何难题，看起来很现实，实际上全是意淫出来的魔幻现实。,3,96
50,3143647496,整部作品在精神气质上没有迂腐的匠气，而是充满热忱与新颖，挖掘出道地的岭南风情和民间生活的趣味，提炼舞狮的精髓，而且处处充满现实主义的人文关怀。剧作/人物成长更得了周星驰电影的道，舞狮是皮，喜剧是形，励志是魂，对传统文化实现了创造性转化。虽是动画，却是用电影视听完成叙事，行云流水、挥洒自如，甚至不似看动画，每个细节都很精心——小到落叶、水滴落下的弧度与速度，动作与音乐的强弱协奏，大到城市/乡村和人物情感的距离。天台独舞和最后的踩桩采青更是壮观的。角色发展在意料之中，离乡飘零和重披战衣，随上山下山的舞狮哲学所交融。文化根源随人物气节而重生，未曾“睡着”。,5,366
51,3138604081,人物完全是被推着走的，不是自己主动的行为。人物描写刻画全靠旁白，而非动作和画面。师母的后悔只是太过情怀的对梦想的追逐，并没有其它的考量。很多地方不符合逻辑，也不符合现实的情况。,1,950
52,3163296668,对不起，个人观感，画风让我生理上倍感难受,1,673
53,3222822830,两大可贵之处：第一没有和女神姐姐在一起，完美避开狗血嗑cp的脑残剧情；第二没有亲自跃上擎天柱，完美避开信念战胜一切的无脑热血。我们都是普通人，我们也可以当英雄，哪怕一生只有一次，就不是一个平庸的废物。,5,226
54,3183522921,不禁问自己：为什么要在佛山看爱情神话，在上海看雄狮少年？,5,166
55,3144639552,制作一流，从制作上看甚至可以说是目前看到最好的院线国产动画电影，非神话和非名著题材确实值得鼓励，总体来看很广东味，能在银幕上多看到南方故事还是开心的。但剧本的问题大到没法让我略过。每个转折位都像完成任务似的逐个打卡，叫阿娟的女角色有何用请问？台词分分钟尬住，“被木棉花砸中的英雄”，你来广州每年随便砸几百个好伐。从小西关长大的人看片子里的荔枝湾，真的是莫名诡异。另外最不舒服的一点，每一个和阿娟PK的舞狮队都是出阴招的，舞狮好歹也算习武之人吧？所以就阿娟那群人的精神就叫雄狮精神，整个圈子都是垃圾？（陈家村那位的转折也超突兀），值得一群废柴少年就算断腿都要拼下去的精神气就仅仅如此吗？喜欢的部分大概只有佛像和结局了。虽然剧本这样，但也希望票房好一点能继续做，或许下一部可以考虑拍拍爬龙舟？,3,213
56,3159481196,文本太差了。以及对雄性竞技系统完全失去共情，只有在体力、智力、表演技术、社会成就上拔得头筹才能被高看一眼的文化，值得被作为梦想吗？或许是男人的梦想，是盖世英雄叙事。于是雌性是照护者，是鼓励者，是这个体系的旁观者。我欣赏不来。,3,119
57,3147831657,国漫电影终于从拍神变成拍人了！,5,395
58,3173339547,小问题不少，但走心程度让影片瑕不掩瑜了。今天很巧买到了有导演映后交流的场次，有个战狼男观众提问导演为什么要给人物设计成“眯眯眼”，导演大概意思是说他的电影是为了真正的观众拍的，他相信真正的观众不会有这个问题，讲完这句全场疯狂鼓掌。,5,214
59,3226763682,雄狮不会在乎自己眼睛的大小,5,190
60,3143541160,剧本欠打磨。简单说几个很不适的地方：1.喊口号，几次以“李白“为题的脱离叙事和情感逻辑的鸡汤；2.建立在一个写实基础上的动画，居然会出现用脚气解决困境这种无厘头的方式；3.最大的问题，是故事并没有让我感觉到“舞狮“是主人公咸鱼翻身的唯一选择，所以后来发生的一切，都牵强刻意。,2,818
61,3163986948,开头五条人的《道山靓仔》，中间是椅子的《rolling on》，闫永强的唢呐，九连真人的《莫欺少年穷》，结尾毛不易的《无名的人》这部电影的音乐真的很踩我的点。也许故事还是很老套，但我确实在最后哭得哽咽，一直在影院坐到电影黑幕，出来的时候天已很黑，空气里是一股浓郁的臭豆腐味，口罩被泪水打湿在冷风中贴着脸，很冷，可是身体因为动容的哭泣而阵阵发热。真好，在年末看到这部电影。,5,250
62,3156828770,1、女孩子的梦想要靠男去实现。女阿娟：我爸妈不让我舞狮，我本希望能在第六届舞狮大赛上看到一个和我一样名字的少年；2、阿珍靠卖咸鱼送咸鱼去实现咸鱼强舞狮的梦想，为了男甘于奉献；3、男阿娟：妈妈，你在家好好照顾爸爸和爷爷，赚钱的事就靠我了 等等。自己做个记录,3,105
63,3150228479,不燃不好哭很尬,1,562
64,3181563558,国漫要都是这个水准，豆瓣Top250的动画电影里就不会只有日本和美国立足。,5,196
65,3154162864,对于国产动画电影来说，真的是一个全新气象！高燃第三幕放在真人电影范畴内都是可圈可点的段落了！尤其喜欢最后的彩蛋，普通人或许无法用自己喜欢的事情去改变命运和生活，但它可以点亮内心，改变我们自己。,4,173
66,3176326478,这么优秀动人的作品 有些人却只能揪着人物眼睛大小这样粗浅的东西打转。。。而且片子里有眼睛大的也有眼睛小的 怎么连自己同胞的长相都不能兼容并包了呢？废柴主角（开头的人设）也非得是大眼帅哥？何况一部宣扬本土文化的国产动画为什么要被冠上RH的荒唐罪名哈哈我不懂但我大受震撼,5,221
67,3169003927,就为了那飘动的狮子毛都值得个五星。不用说配乐，叙事节奏，高潮燃点。真是目前为止的最佳国漫了。不吃老祖宗的神话老本，踏踏实实的现实题材，能搞到这个水平，别无他求了。,5,232
68,3160044474,说什么RH的都有点儿强词夺理了，人物造型上的创新我从最开始的海报和预告里就喜欢，可能是有那么些向欧美动漫化方式借鉴，但我不觉得是刻意为之。尤其当阿娟剃了短发后，我想到了我侄子，所以后来看他那么辛苦，我都泪目了。故事本身是我喜欢的那种动画片该有的热血和励志，比当年的大圣归来都不差的煽动力，要说作为动画电影的不足，我想可能大概只有笑点不太够这一条？电影配乐见识到了国产电影的进步，插曲几乎要将乐队的夏天给照搬过来了，连阿珍和阿强都以角色名植入了。电影结局没有直接说跳上了擎天柱这个最开始就伏笔了的悬念，想象出来的英雄花和雄狮是一种动画片特有的浪漫主义，也让跳失败了的擎天柱的现实真实中没有丢童真该坚持的不切实际的想象。,5,233
69,3142379416,什么叫“平凡人的故事”？？尴尬又中二的台词，悬浮而没逻辑的剧情，动机浅薄且莫名其妙的人物。那些为实现一个梦想  把功夫从小练到大的人们，现实中有多艰难  这些主角成功就有多简单！全靠作弊、喊口号、摆光环，赛制根本没点规矩。最后那个自以为是点睛之笔的，也不尊重传统文化纯属装b。热血？我只觉得愤怒又无语😓,2,241
70,3143192323,《雄狮少年》破除了“高概念+奇观=成功”的迷信，下功夫去呈现服帖的口型、入耳的对白、流畅的动作设计，虽然还不完美，但努力让技术跟上自己的想法，画里画外都有一种钻研劲头。训练过程不过分煽情，结尾大战也不拖泥带水，全片看得人心里敞亮。更加出挑的是，它的少年义气根植于清醒和成熟，越到后面越写实，故事立意经得起推敲，成就了中国眼下非常稀缺的合家欢动画片，应该爆。,4,229
71,3159986050,四星半，其实瑕疵不少，上半部密集的琼瑶式宣言，情节转换略跳脱，人物表情不够丰富...但，依然愿意给高分。尤其是下半部。因为太真挚了。太特别了。这是从形式到内核都只属于中国的故事，且聚焦的是茫茫中国大地上最不吸引媒体高光但也许分布得最广的一批人。从留守少年，到进城务工人。听上去是两个群体，两代人，但往往就是同一个，因为有时命运就像身在泥沼中，越挣扎越深。他们是父母远在大城市的孩子，从小被欺负到大，本可以茫然无措混一辈子。他们也是进城后，放下雄狮头颅，清早迎着朝阳，穿灰色工服进厂，攀爬脚手架，搬运重物，送外卖，晚上披星戴月回寝室，蜷缩在下铺下那一丝窄窄空间的打工仔。从缝隙里睁眼望见的雄狮，黯淡落灰，是个遥远而不切实际的梦。但这个放下梦想的孩子，依然是伟大的。谁又能说，追逐生活本身，不是一种伟大呢,5,208
72,3161893342,官媒讲政治正确讲过头了，养蛊了吧，这么好的电影都被黑造型……,5,266
